gp,min,fg,3p_made,3p,ftm,ft,oreb,dreb,ast,stl,blk,tov,target_5yrs,pts_per_min
62,13.0,42.9,0.0,33.3,0.8,70.1,0.3,1.0,1.7,0.6,0.1,0.9,1,0.2692305621303368
67,13.0,40.4,0.0,33.3,0.7,43.6,1.1,1.9,0.6,0.4,0.3,0.8,1,0.3153843727812517
39,13.0,42.6,0.6,35.8,0.5,70.4,0.4,1.3,1.4,0.5,0.2,0.6,1,0.34615357988186163
38,12.7,36.3,0.4,26.9,0.4,73.7,0.3,0.8,1.8,0.5,0.0,0.7,0,0.24409429598874335
36,12.0,33.6,0.3,24.5,0.4,62.5,0.1,0.8,1.4,0.4,0.0,0.7,0,0.25833311805573494
76,16.6,39.4,0.3,22.0,1.3,78.0,0.3,1.6,2.3,0.7,0.1,1.1,0,0.33734919436795513
38,11.4,38.9,0.2,27.3,0.9,68.8,0.5,0.9,1.0,0.6,0.1,0.7,0,0.28947343028646466
11,10.6,60.0,0.0,0.0,0.2,33.3,1.5,1.8,0.4,0.4,0.4,0.6,0,0.22641488074067856
45,10.1,38.5,0.1,20.0,0.8,65.5,0.6,0.6,0.5,0.4,0.1,0.5,1,0.2871284285857143
79,39.5,41.7,0.8,29.0,4.4,75.4,1.3,4.2,5.9,1.6,0.7,3.5,1,0.5291137900977746
82,36.5,42.6,0.8,32.2,5.0,77.7,2.2,3.8,2.8,1.2,0.5,3.0,1,0.575342308125395
76,35.6,38.6,1.9,39.0,1.8,80.4,0.6,2.9,6.8,1.3,0.3,2.7,1,0.3370785570004053
61,34.9,46.5,0.3,30.2,3.8,74.7,1.4,2.7,4.5,1.4,0.6,3.2,1,0.46418324808502914
75,33.5,45.9,0.1,35.7,2.7,70.1,2.5,4.9,1.0,0.8,1.4,1.4,1,0.3432834796168717
70,29.2,40.0,0.6,30.5,1.1,78.6,1.0,2.8,1.5,1.0,0.2,1.6,1,0.3287670106962292
55,26.8,38.4,0.1,23.8,1.5,81.6,0.7,2.5,6.5,1.1,0.1,2.5,1,0.26492527428161405
73,24.5,40.3,0.9,35.8,0.9,63.1,1.5,2.9,1.3,0.6,0.1,1.0,1,0.27755090712207875
75,23.9,45.9,0.0,0.0,1.9,76.5,2.5,3.8,0.7,0.4,0.3,1.0,1,0.30543920274510344
67,23.7,43.0,0.3,30.3,1.4,70.3,2.2,3.3,1.4,1.0,0.8,1.0,1,0.3628690452029345
82,22.5,46.0,0.0,0.0,1.2,69.7,1.5,4.1,1.0,0.3,0.9,1.9,1,0.2711109906173375
37,15.5,35.9,0.4,30.2,0.8,71.8,0.2,1.1,2.9,0.8,0.1,0.9,0,0.27096756711769865
38,19.1,45.7,0.1,15.4,1.1,70.5,1.4,2.6,1.3,0.7,0.1,1.2,1,0.23560197088902046
47,19.0,39.4,0.1,44.4,1.4,62.9,1.2,2.4,1.2,0.7,0.4,1.1,1,0.3263156177286223
75,18.6,38.6,1.0,37.1,0.7,82.1,0.2,1.3,2.8,0.8,0.1,1.7,1,0.3172041305354137
56,18.6,49.4,0.2,30.6,1.1,76.9,1.2,1.4,2.1,0.9,0.2,0.8,1,0.4569890016188163
41,17.9,35.5,0.2,21.2,0.5,59.5,1.4,3.0,0.7,0.9,0.8,0.9,1,0.23463674042640204
81,17.1,40.0,0.3,31.4,1.2,75.6,0.4,1.3,2.2,1.1,0.2,1.5,1,0.3450290379947146
69,16.1,41.4,0.4,33.8,0.9,82.3,0.5,1.1,2.4,0.8,0.1,1.2,1,0.341614694649258
53,14.5,40.1,0.4,31.1,1.1,72.8,0.3,0.9,1.0,0.5,0.1,1.1,1,0.47586174078500637
24,15.1,40.4,0.5,38.2,0.5,47.8,1.0,1.8,0.4,1.2,0.5,0.6,0,0.3112580720145219
57,13.5,38.0,0.2,25.6,0.8,78.6,0.4,0.9,1.3,0.5,0.0,0.9,1,0.3703700960221511
71,13.1,47.4,0.0,0.0,0.8,71.3,1.6,2.5,0.8,0.4,0.4,0.7,1,0.2900761144457142
35,12.6,47.5,0.0,0.0,0.6,75.0,0.9,2.0,0.6,0.5,0.5,0.5,1,0.34920607205867304
41,12.4,35.4,0.2,30.0,0.5,81.5,0.7,1.0,0.5,0.2,0.2,0.4,0,0.2419352887618639
74,11.9,35.2,1.1,39.1,0.3,79.2,0.4,1.1,0.5,0.3,0.1,0.6,1,0.37815094273030025
49,14.8,42.4,0.7,40.4,0.9,81.1,0.3,1.9,1.0,0.6,0.2,0.7,0,0.3783781227174846
36,11.3,45.7,0.0,0.0,0.5,44.2,1.4,1.9,0.5,0.4,0.0,0.6,0,0.30973423917323967
41,10.4,40.3,0.5,47.7,0.5,83.3,0.5,0.9,0.3,0.3,0.1,0.5,1,0.33653813794409815
72,10.1,42.5,0.2,33.3,0.4,70.5,0.5,1.2,1.6,0.4,0.1,0.6,1,0.2376235271054187
38,9.6,29.1,0.1,30.0,0.4,64.0,0.2,0.8,1.1,0.3,0.1,0.5,0,0.18749980468770347
54,8.7,45.3,0.6,37.0,0.4,88.5,0.2,0.8,0.4,0.3,0.1,0.1,0,0.3908041485009788
16,4.4,43.8,0.1,33.3,0.3,66.7,0.1,0.3,0.1,0.1,0.0,0.4,1,0.2727266528939707
78,36.6,41.6,0.4,31.8,4.0,82.4,1.7,3.4,2.7,1.8,0.4,2.5,1,0.4207649123593135
55,14.8,50.4,0.3,38.3,1.3,75.0,0.3,1.5,1.1,0.4,0.1,1.0,0,0.40540513148301927
82,31.3,47.2,0.0,20.0,3.9,66.1,3.0,5.7,1.0,0.8,1.1,2.3,1,0.43130976635470725
47,29.5,36.9,1.2,31.6,2.7,80.0,0.4,1.3,2.8,0.8,0.1,1.8,0,0.4542371341569037
70,26.8,45.7,0.2,29.2,2.2,71.2,2.3,4.2,1.2,0.8,0.5,2.1,1,0.46641773641129236
75,26.1,39.9,0.9,32.2,1.4,64.0,0.4,2.2,4.7,1.1,0.2,2.3,0,0.3639845348718257
81,25.3,53.6,0.0,0.0,1.8,77.1,2.5,5.0,1.3,0.7,0.6,1.3,1,0.39525676076807875
49,20.8,52.9,0.0,14.3,1.6,52.1,2.2,3.5,0.8,0.5,1.1,1.7,1,0.4278844096709569
82,24.4,36.2,0.1,25.0,0.9,65.2,0.5,2.5,3.4,1.0,0.2,1.9,0,0.20901630778020172
64,23.5,36.9,1.6,35.3,1.3,76.6,0.3,2.0,2.6,0.6,0.1,0.9,0,0.3531913390675153
33,22.8,40.5,0.9,32.3,0.6,76.0,0.7,2.2,1.0,0.6,0.3,0.7,0,0.22807007540786167
70,14.3,30.5,0.6,29.3,0.2,80.0,0.2,1.1,0.6,0.4,0.2,0.4,0,0.2167830651866677
59,23.4,39.3,0.4,26.9,0.8,79.0,0.6,2.1,2.2,1.0,0.6,1.4,0,0.2948716688582612
72,21.0,36.2,0.7,29.2,1.1,73.1,0.4,2.2,1.3,0.3,0.6,1.1,1,0.3571426870749109
67,20.4,47.1,0.0,0.0,1.2,51.9,2.5,4.1,0.5,0.6,0.2,0.8,1,0.15686266820457442
66,16.7,40.2,0.6,32.2,1.5,83.1,0.4,1.4,2.5,0.7,0.2,2.0,1,0.371257262720202
75,16.6,42.2,0.2,22.2,0.9,78.4,1.1,2.3,0.7,0.6,0.2,0.9,0,0.3855419364205202
82,15.9,40.3,0.6,34.7,1.0,78.0,0.8,1.8,1.3,0.7,0.2,1.1,1,0.3584903405721129
82,15.9,40.3,0.6,34.7,1.0,78.0,0.8,1.8,1.3,0.7,0.2,1.1,1,0.3584903405721129
27,14.1,46.6,0.0,0.0,1.7,72.6,1.4,1.7,0.6,0.3,0.3,0.7,0,0.40425503244323946
72,15.9,37.3,0.7,31.5,1.0,68.6,0.4,0.8,1.0,0.5,0.1,0.8,0,0.32075451524873255
42,15.4,38.4,0.6,29.8,0.9,80.4,0.3,1.4,1.0,0.6,0.1,1.0,1,0.41558414572458074
52,15.4,49.5,0.0,0.0,1.0,70.3,1.2,2.1,0.3,0.2,0.6,1.0,1,0.2922076024625958
46,15.0,33.8,0.2,28.6,0.8,78.7,0.4,1.1,2.0,0.6,0.1,0.6,1,0.21333319111120594
35,13.9,43.4,0.0,0.0,1.6,69.5,0.7,1.6,0.9,0.2,0.1,0.7,0,0.3453234925730269
51,13.1,38.7,0.4,33.3,0.6,67.4,0.3,0.8,0.4,0.4,0.3,0.9,0,0.29770969640481193
55,12.4,46.6,0.0,0.0,1.3,68.0,1.2,1.8,0.3,0.2,0.4,0.8,0,0.38709646201898223
58,11.8,38.5,0.2,41.7,0.2,50.0,0.3,1.1,0.8,0.5,0.1,0.5,0,0.19491508905500926
51,13.8,51.4,0.2,18.2,1.0,68.9,1.2,1.4,0.6,0.4,0.8,0.6,0,0.4057968073936178
76,11.5,39.3,0.3,27.9,0.2,69.6,0.3,0.9,0.9,0.1,0.1,0.8,1,0.2608693383744884
39,11.3,43.1,0.1,25.0,0.7,68.4,0.5,0.8,0.2,0.2,0.5,0.5,0,0.36283153731722356
46,10.4,52.1,0.0,0.0,0.5,50.0,0.7,1.6,0.5,0.1,0.3,0.6,1,0.3557688886837609
50,10.3,41.2,0.4,36.1,0.4,80.8,0.2,0.7,1.7,0.3,0.0,1.1,1,0.35922295221072603
42,10.4,44.9,0.5,42.6,0.3,64.7,0.1,1.0,0.6,0.2,0.3,0.5,1,0.31730738720443535
48,9.3,29.2,0.0,0.0,0.5,59.0,0.7,1.4,0.2,0.2,0.4,0.5,0,0.20430085559047784
64,7.9,41.4,0.2,32.3,0.4,74.3,0.3,0.7,0.7,0.3,0.1,0.5,1,0.2658224483260148
36,7.6,37.9,0.2,28.0,0.2,70.0,0.2,0.6,0.4,0.4,0.1,0.6,0,0.3421048130199829
53,6.3,50.0,0.1,33.3,0.1,35.0,0.3,0.7,0.2,0.3,0.0,0.4,0,0.3809517762670218
57,12.2,41.0,0.6,32.4,0.3,79.2,0.2,1.3,1.9,0.6,0.1,0.8,0,0.4098357296428446
19,5.8,29.7,0.3,35.7,0.2,75.0,0.1,0.4,0.6,0.1,0.1,0.1,0,0.2758615933420805
78,39.7,42.9,1.3,37.3,2.5,70.0,2.3,3.1,2.8,1.6,1.0,2.0,1,0.3627203116573522
80,32.9,42.6,1.0,33.3,1.8,67.1,1.6,2.7,3.0,1.3,0.4,2.0,1,0.43768983656843874
80,30.5,38.0,0.5,24.0,1.6,70.4,1.0,2.8,8.1,1.7,0.5,3.4,1,0.3081966202634032
77,29.4,41.9,0.8,32.3,1.4,67.5,0.4,2.1,4.3,1.2,0.1,2.0,1,0.31292506363093076
78,28.7,42.5,0.8,36.4,1.1,76.3,0.8,2.4,2.2,0.7,0.6,1.3,1,0.30313578287951815
55,11.8,40.6,0.4,26.5,0.8,80.0,0.3,2.1,0.5,0.3,0.5,0.4,0,0.32203362539523267
73,26.0,36.6,1.2,33.0,0.9,74.4,1.6,4.1,0.7,0.2,1.8,0.6,1,0.3384614082840738
77,24.9,43.0,0.5,29.2,0.5,77.4,1.0,2.4,2.3,0.8,0.3,0.9,1,0.30120469831136615
47,24.6,45.3,0.8,34.5,2.6,77.5,0.9,1.9,3.7,1.5,0.2,2.1,1,0.44308925077672734
79,24.3,45.7,0.2,23.2,2.4,71.3,1.1,2.6,1.8,0.8,0.6,1.4,1,0.38683111653040475
67,22.8,40.0,0.1,12.1,1.7,83.8,0.7,1.7,3.0,1.4,0.1,1.4,1,0.31578933518011615
70,20.6,46.1,0.0,0.0,1.9,74.0,2.0,2.3,0.8,0.4,0.3,0.8,1,0.3106794608352132
62,20.4,49.3,0.0,0.0,1.6,60.6,2.3,2.9,0.5,0.3,1.5,0.8,1,0.24999987745104046
71,19.6,49.7,0.0,0.0,1.9,60.4,1.6,3.2,0.8,0.4,1.3,1.4,1,0.31122433100799435
77,18.3,42.1,0.0,50.0,1.5,70.1,1.7,2.2,1.1,0.4,0.6,0.9,1,0.2459015049718552
82,17.7,42.1,0.0,33.3,1.5,77.6,1.2,2.7,0.9,0.4,0.3,1.0,1,0.33333314500952266
68,16.3,38.4,0.2,19.2,0.3,64.3,1.1,2.0,0.9,0.3,0.4,0.7,0,0.2331286913320912
72,16.0,50.1,0.0,0.0,1.5,65.6,1.5,2.2,0.3,0.2,0.7,1.0,1,0.4187497382814136
36,15.6,36.7,0.2,25.9,1.0,78.3,0.5,1.0,3.0,0.9,0.0,1.5,0,0.3397433719593769
64,15.1,45.3,0.3,36.4,0.4,63.9,0.5,0.8,2.0,0.9,0.1,0.8,1,0.2384104381387827
57,14.3,38.7,0.0,0.0,1.2,70.7,1.1,2.4,0.8,0.3,0.5,0.8,1,0.31468509462580796
62,14.1,34.1,0.7,28.4,0.8,67.1,0.2,0.9,1.5,0.6,0.1,1.0,0,0.36879406468506054
35,11.3,35.0,0.3,24.5,0.5,72.7,0.1,1.3,1.1,0.3,0.1,0.7,0,0.21238919257593575
47,13.1,53.6,0.0,0.0,0.9,55.4,1.2,2.7,0.1,0.4,0.7,0.6,1,0.32824402424120286
40,10.1,42.6,0.1,33.3,0.5,75.0,0.3,0.8,1.8,0.5,0.1,1.0,0,0.30693038917783255
53,9.7,45.6,0.0,0.0,1.0,58.5,0.8,1.1,0.1,0.1,0.8,0.3,1,0.3711336380065588
60,8.6,34.4,0.0,0.0,0.7,73.3,0.8,1.3,0.4,0.3,0.6,0.6,1,0.20930208220688118
53,8.5,51.7,0.0,0.0,0.8,73.7,0.6,1.4,0.1,0.1,0.1,0.6,0,0.36470545328770204
54,8.0,42.9,0.0,0.0,0.4,50.0,0.9,0.7,0.5,0.3,0.1,0.4,1,0.39999950000062506
21,7.4,38.2,0.7,38.5,0.6,92.3,0.1,0.4,1.2,0.2,0.0,0.5,0,0.5135128195772708
41,5.8,44.9,0.0,0.0,0.4,66.7,0.8,0.9,0.3,0.2,0.1,0.4,1,0.4827577883486408
35,5.6,31.8,0.1,29.4,0.1,50.0,0.3,0.2,0.2,0.2,0.0,0.2,0,0.3214279974500046
39,10.9,57.1,0.0,0.0,0.8,54.5,1.3,1.9,0.3,0.1,0.8,0.4,0,0.4311922649612248
68,33.4,44.5,0.0,9.1,1.8,63.0,2.0,5.4,1.9,1.1,1.7,2.0,1,0.3592813295564881
48,29.4,46.7,0.1,21.7,3.2,80.2,2.5,5.0,1.2,0.7,0.6,1.9,1,0.44897943912263977
82,29.1,43.6,1.8,40.7,1.1,71.1,0.8,3.2,1.7,0.6,0.2,1.2,1,0.40893456737643735
81,26.3,50.5,0.0,5.3,1.5,52.1,1.6,4.3,1.2,0.6,1.5,1.8,1,0.3574143127702233
80,22.6,43.1,0.8,38.2,1.3,71.7,1.4,1.8,1.3,0.8,0.3,1.0,1,0.41150424269723773
51,22.5,38.9,0.0,0.0,1.8,66.7,1.7,2.0,1.2,0.9,0.1,1.2,0,0.3822220523457545
72,21.9,43.0,0.1,25.6,1.6,72.7,1.1,3.3,1.1,0.4,0.3,1.7,1,0.4337897562603853
77,21.6,42.5,0.7,33.5,1.3,71.9,0.5,2.2,1.8,1.1,0.2,1.7,1,0.37962945387525276
65,21.3,41.7,0.3,37.0,1.9,82.0,0.6,1.6,1.0,0.7,0.1,1.1,0,0.4460091802773801
59,19.8,44.2,0.0,0.0,1.7,79.4,1.8,2.9,0.3,0.3,0.9,1.4,1,0.3838381899807121
63,10.7,42.7,0.4,31.6,0.5,63.3,0.4,1.7,0.2,0.3,0.1,0.5,0,0.3457940693513371
78,19.5,43.1,0.2,26.9,0.9,73.6,0.9,2.3,0.8,0.5,0.3,0.7,1,0.30256394740310394
50,18.7,37.0,0.6,33.3,1.1,77.8,0.4,1.2,2.9,1.0,0.0,1.1,0,0.3368982155624516
76,17.9,44.2,0.7,33.1,1.3,62.7,1.4,2.0,0.8,0.6,0.1,0.8,1,0.4525137136794896
64,17.2,50.5,0.0,0.0,0.7,69.7,1.5,2.1,0.5,0.6,1.2,1.0,1,0.22674405421857313
61,17.2,35.2,0.7,35.0,0.4,79.4,0.1,1.3,2.3,0.7,0.2,1.4,1,0.2674417049757529
78,16.8,37.4,0.5,32.3,0.8,73.6,0.7,1.6,0.8,0.6,0.4,1.2,1,0.3035712478742572
80,16.4,45.1,0.0,0.0,1.1,60.3,1.4,2.2,0.4,0.8,1.0,0.8,1,0.29878030562176494
76,16.3,40.9,0.4,35.0,1.6,69.8,0.1,1.1,2.3,0.5,0.1,1.2,1,0.36196296812087847
78,16.3,40.0,0.1,29.4,1.2,70.8,0.3,1.4,2.7,0.6,0.0,1.8,1,0.33128814031402437
53,16.1,41.4,1.0,39.6,0.5,90.3,0.2,1.0,1.3,0.4,0.0,0.6,0,0.31055881331750723
42,11.2,48.5,0.0,0.0,0.8,74.4,0.7,1.5,0.6,0.2,0.1,0.6,1,0.3482139748089511
50,11.0,42.1,0.4,34.5,0.5,68.6,0.1,0.7,1.0,0.3,0.0,0.7,1,0.45454504132268975
55,10.8,50.5,0.0,16.7,0.8,72.4,0.7,0.7,0.7,0.5,0.1,0.8,0,0.4444440329221917
54,10.8,47.8,0.0,0.0,0.8,68.9,0.6,1.2,0.2,0.3,0.4,0.9,0,0.28703677126224886
25,22.6,41.3,0.5,28.3,0.9,76.7,0.2,2.0,3.0,0.7,0.5,2.2,0,0.29646004581413904
38,10.1,39.7,0.5,38.0,0.8,72.5,0.1,1.1,0.7,0.2,0.0,0.5,0,0.3960392118423645
70,9.2,48.7,0.0,100.0,0.4,70.3,1.1,1.1,0.3,0.1,0.1,0.4,1,0.21739106805318692
40,7.3,34.1,0.0,8.3,0.7,68.4,0.2,0.5,0.5,0.3,0.1,0.7,1,0.30136945017883543
81,37.0,48.2,0.0,0.0,4.5,68.5,4.3,5.7,1.9,0.8,1.6,2.8,1,0.5432430964207847
76,36.4,43.8,0.8,36.0,4.0,71.9,2.1,5.7,4.2,1.2,1.3,3.4,1,0.45604383075718935
77,36.1,44.5,1.4,34.5,3.7,78.6,2.0,3.3,6.6,1.5,0.4,4.0,1,0.49861482032830456
72,31.1,40.7,0.8,31.4,2.6,67.4,0.9,3.4,2.8,1.6,0.5,2.3,1,0.38585196596399807
73,29.7,51.1,0.4,35.9,1.8,82.6,1.2,2.5,2.8,0.8,0.3,1.1,0,0.39057225906657944
72,26.8,42.4,0.2,28.1,1.7,75.3,1.8,3.4,2.5,1.6,0.2,1.3,1,0.24999990671645272
82,25.5,44.9,0.1,20.4,2.8,77.4,1.0,2.4,5.8,1.0,0.2,2.0,1,0.4352939469435502
81,25.3,42.9,1.0,37.3,1.5,80.0,1.0,2.9,1.8,1.2,0.4,1.2,1,0.3241105438298245
72,25.0,39.9,0.4,26.2,1.9,66.0,2.0,4.0,1.6,0.8,0.3,1.6,1,0.33199986720005314
51,24.7,47.1,0.1,18.2,1.4,84.7,2.1,4.5,1.4,0.8,1.0,1.0,1,0.4129552983986646
75,23.9,40.5,0.7,32.5,1.7,75.1,0.8,1.7,3.3,1.2,0.2,1.8,0,0.3933052747676675
79,23.5,39.5,0.0,13.0,1.2,75.0,0.6,1.9,4.8,1.2,0.1,2.2,1,0.2680849923042586
81,23.3,41.5,0.6,29.3,1.4,80.7,0.3,1.8,4.3,1.1,0.1,1.9,1,0.3476393357771091
82,19.8,42.4,0.7,35.0,1.2,72.9,0.2,1.3,3.7,0.6,0.0,1.7,1,0.47979773747589016
71,19.3,42.0,0.4,36.4,1.5,77.4,0.5,1.3,1.5,0.4,0.1,1.2,1,0.4663210019062166
48,19.2,47.6,0.2,38.5,0.9,68.3,1.2,2.5,1.1,0.8,0.4,0.8,1,0.2968748453776847
45,32.4,39.9,1.4,35.2,1.4,80.8,0.8,3.4,3.3,1.2,0.3,1.4,0,0.3641974184575869
82,18.6,42.0,0.3,22.5,1.2,63.4,0.6,1.4,3.8,1.2,0.2,1.7,1,0.3172041305354137
77,17.8,47.8,0.0,18.2,2.5,75.1,1.6,2.3,0.8,0.3,0.3,1.8,1,0.47190984724165885
67,16.6,54.9,0.0,0.0,0.7,73.4,0.8,1.9,0.5,0.7,0.4,0.6,1,0.421686492959944
71,13.7,42.0,0.0,0.0,0.6,48.9,1.6,1.9,0.6,0.4,0.4,0.8,1,0.1605838243913691
45,13.3,36.3,0.5,35.8,0.6,67.5,0.3,0.9,2.5,0.3,0.0,0.9,0,0.2330825315168936
74,12.1,37.2,0.3,36.5,0.5,73.1,0.6,0.9,0.5,0.3,0.2,0.6,0,0.314049327231961
52,11.3,39.3,0.0,11.1,0.7,71.7,1.4,0.8,0.4,0.8,0.3,0.3,1,0.22123874226659976
46,9.2,42.6,0.0,0.0,0.5,63.2,0.5,1.4,0.3,0.3,0.2,0.5,0,0.2934779418718024
47,9.2,31.4,0.3,29.5,0.4,70.4,0.5,1.4,0.5,0.3,0.2,0.5,1,0.282608388469143
75,30.8,46.2,0.0,0.0,1.9,60.9,2.5,5.7,1.7,1.8,1.9,1.9,0,0.32142846706867956
40,8.9,39.8,0.0,0.0,0.5,46.3,0.8,1.2,0.2,0.1,0.9,0.3,0,0.24719073349355788
59,8.2,30.9,0.3,28.6,0.4,66.7,0.1,0.5,1.5,0.2,0.0,0.7,0,0.3170727840575805
53,7.4,43.9,0.0,0.0,0.4,59.5,0.3,0.6,0.9,0.4,0.0,0.8,1,0.2702699050406689
49,7.0,38.9,0.3,34.0,0.6,65.9,0.6,0.9,0.2,0.2,0.1,0.4,1,0.4571422040825657
22,6.0,40.6,0.0,0.0,0.4,66.7,0.5,1.0,0.0,0.2,0.1,0.5,0,0.2499995833340278
50,36.1,37.4,2.0,31.0,1.6,75.2,0.3,2.8,6.0,1.9,0.0,2.9,1,0.3545705389001277
50,35.2,45.0,0.4,28.8,4.1,76.1,1.9,3.8,3.0,1.1,1.5,2.2,1,0.5198862159414158
50,35.2,43.0,0.3,20.3,2.5,75.1,0.6,2.1,6.5,1.6,0.1,2.9,1,0.37499989346593926
48,34.0,43.9,1.8,41.2,2.9,71.3,2.4,4.0,2.4,1.7,1.0,2.4,1,0.48529397491353676
82,30.4,42.5,0.1,26.2,1.4,55.1,1.3,3.0,6.5,1.7,0.2,2.5,0,0.2927630615910982
50,31.2,46.5,1.4,43.3,0.9,63.9,0.5,1.1,1.9,0.5,0.2,1.3,1,0.34935886238498004
28,30.4,50.0,0.0,0.0,1.5,71.7,4.0,6.3,0.9,0.9,0.6,1.2,1,0.20723677393527173
41,15.2,35.7,0.1,35.7,0.8,50.7,2.0,3.2,0.6,0.4,0.3,0.8,1,0.24342089248625498
49,29.7,42.5,1.1,35.8,1.8,81.8,0.4,1.8,2.5,0.9,0.5,1.6,1,0.3333332210999256
50,25.8,44.9,0.7,36.5,2.1,78.2,1.1,2.4,1.6,1.5,0.4,1.1,0,0.39147271648344323
47,22.5,45.2,0.1,30.0,1.9,58.8,2.8,3.6,0.7,0.8,0.3,1.4,1,0.4266664770371213
50,22.3,46.3,0.2,40.0,2.0,71.3,1.8,2.5,0.9,0.6,0.1,1.5,1,0.36771283959065487
25,29.5,49.0,0.2,25.0,1.8,69.7,2.0,3.5,1.7,1.2,0.2,1.9,0,0.4169490112037251
50,19.8,41.1,0.2,15.4,2.1,70.9,1.7,2.1,1.5,0.9,0.3,1.4,1,0.4595957274769053
49,16.0,53.7,0.0,0.0,0.9,53.8,1.6,2.1,0.8,0.9,0.9,0.9,1,0.3312497929688794
49,15.9,46.8,0.0,0.0,1.1,67.5,1.3,1.7,0.4,0.4,0.3,0.5,1,0.3899368616749298
42,14.9,32.9,0.1,16.7,0.6,75.0,0.2,1.0,1.6,0.5,0.2,1.1,0,0.2751676005586573
28,14.6,45.0,0.0,0.0,0.8,56.8,1.3,2.1,0.4,0.4,1.1,0.8,1,0.2260272424470942
24,14.3,36.1,1.0,40.3,0.6,82.4,0.3,1.6,1.8,0.5,0.0,0.7,1,0.3636361093453781
39,13.8,50.0,0.2,38.9,1.0,71.4,0.7,1.3,0.5,0.2,0.1,0.5,1,0.4057968073936178
67,27.0,36.7,1.4,33.5,1.2,64.6,0.9,2.4,3.1,1.5,0.3,1.3,0,0.28888878189304373
34,13.0,36.4,0.5,32.7,0.2,100.0,0.1,0.9,1.5,0.3,0.1,0.9,1,0.2692305621303368
26,12.7,73.7,0.0,0.0,0.8,50.0,1.0,2.0,0.2,0.4,0.8,0.4,1,0.4015744869492229
38,12.3,56.5,0.0,50.0,2.1,79.4,0.9,2.2,0.6,0.2,0.5,0.8,1,0.5121947055327597
46,12.1,40.5,0.0,16.7,1.0,76.3,0.9,1.0,1.3,0.7,0.1,1.2,1,0.3719005190904801
30,11.0,36.5,0.1,40.0,0.8,55.6,0.7,0.9,0.7,0.3,0.1,0.6,0,0.29090882644652144
31,10.3,37.6,0.1,21.4,0.9,67.5,0.5,0.8,0.3,0.3,0.3,0.7,0,0.36893168064885373
34,10.2,38.0,0.0,10.0,1.1,82.2,0.4,1.1,0.4,0.1,0.0,0.7,0,0.470587773933555
22,10.0,38.0,0.1,16.7,0.1,66.7,0.3,0.5,1.5,0.3,0.0,0.9,1,0.2999997000003
27,9.2,39.5,0.0,20.0,0.3,69.2,0.9,1.1,0.5,0.3,0.1,0.4,0,0.315217048677121
24,8.5,29.4,0.3,26.1,0.6,75.0,0.1,0.8,0.8,0.2,0.0,0.5,0,0.2470585328723143
59,25.0,44.8,0.6,31.4,2.2,82.9,0.9,2.3,3.5,0.9,0.2,1.6,0,0.4759998096000762
35,8.1,44.3,0.0,0.0,0.8,77.8,0.9,1.0,0.4,0.5,0.2,0.6,0,0.4074069044359205
33,7.2,37.1,0.1,30.0,0.3,78.6,0.2,0.5,0.9,0.1,0.0,0.7,0,0.3333328703710134
24,6.0,41.2,0.0,16.7,0.9,71.0,0.7,0.5,0.1,0.2,0.1,0.5,1,0.4499992500012501
26,4.7,35.7,0.0,0.0,0.5,57.1,0.7,0.7,0.1,0.2,0.1,0.5,1,0.34042480760679233
62,37.5,42.6,1.1,30.8,4.2,84.6,2.3,4.3,1.7,1.0,0.4,2.6,1,0.5253331932444817
80,33.3,45.0,0.0,10.7,2.4,83.9,1.4,2.1,2.2,1.6,0.2,1.6,1,0.45945932148368723
80,31.0,44.1,0.0,0.0,2.5,80.1,0.8,2.3,8.2,2.5,0.2,2.4,1,0.29032248699274615
82,30.8,48.0,0.0,0.0,1.7,71.6,0.9,3.1,2.0,1.2,0.6,2.0,1,0.32792197145390534
82,30.8,48.0,0.0,0.0,1.7,71.6,0.9,3.1,2.0,1.2,0.6,2.0,0,0.32792197145390534
68,30.0,39.2,0.3,25.9,2.2,81.4,1.1,3.3,4.7,1.5,0.2,2.7,1,0.38666653777782073
77,24.7,42.2,0.7,34.1,1.9,84.2,0.4,2.4,3.6,0.7,0.1,2.5,0,0.40890671704181497
77,29.4,37.1,0.5,32.8,1.0,72.7,0.7,1.6,4.3,0.8,0.1,1.6,1,0.2551019540469544
66,27.9,40.8,0.3,20.2,4.2,87.3,0.8,2.0,3.4,1.3,0.2,1.9,1,0.4193546884033375
80,27.7,37.4,1.3,32.9,2.8,85.0,0.8,1.6,3.9,1.3,0.1,2.2,1,0.40433198399567366
74,26.4,41.6,0.1,21.2,1.5,65.9,0.3,1.6,4.5,0.7,0.1,2.2,1,0.2954544335399873
66,23.3,40.4,0.7,32.1,1.0,78.3,0.7,1.2,1.2,0.8,0.4,1.1,0,0.3304719611708321
65,23.2,44.6,0.0,21.4,1.1,70.2,2.1,3.3,0.9,0.8,1.1,1.5,1,0.3620688094530994
77,23.1,44.7,0.8,36.3,2.2,74.0,1.4,2.4,1.2,0.7,0.2,1.5,1,0.47619027004750214
80,22.6,45.2,0.0,33.3,3.3,77.6,2.3,3.3,1.0,0.6,0.4,2.0,1,0.45132723392600266
71,21.3,47.6,0.0,0.0,2.4,70.9,1.7,2.5,0.7,0.5,0.6,1.5,1,0.5399058498094602
